omicron ERA,Week1 level 5,,,,
Coefficent,OS1(mean (std))(#experiments with nonsignificant feature),OS3(mean (std))(#experiments with non significant feature),OS5(mean (std))(#experiments with non significant feature),OS79(mean (std))(#experiments with non significant feature),OS11(mean (std))(#experiments with non significant feature)
Intercept,4.35830969992417 (0) ((0)),0.871507828628693 (0) ((0)),-1.49384398460326 (0) ((0)),-3.39298140700448 (0) ((0)),-0.342992136945124 (0) ((0))
CCI,-0.154893765762127 (0) ((0)),0 (0) ((100)),0.107025359145029 (0) ((0)),-0.0445904006555416 (0) ((0)),0.0582200449712063 (0) ((0))
MALE=TRUE,0.0490921890197335 (0) ((0)),0.0160135037280737 (0) ((0)),-0.138942789776946 (0) ((0)),-0.205663897625732 (0) ((0)),0.0568580369894887 (0) ((0))
Ethnicity=NonWhite,0.163345824802326 (0) ((0)),0.141370629180016 (0) ((0)),-0.435792950241465 (0) ((0)),-0.477068245161861 (0) ((0)),0.273231748506645 (0) ((0))
AGE>60,-0.141877195290528 (0) ((0)),0 (0) ((100)),-0.109271476678057 (0) ((0)),-0.12218858200961 (0) ((0)),1.0347024767221 (0) ((0))
Antivirals,-0.510128095189648 (0) ((0)),-0.145828913758894 (0) ((0)),-0.00181790403704545 (0) ((0)),0.674939787492112 (0) ((0)),0.207069762924669 (0) ((0))
Spikemonoclonal,4.40623598720777 (0) ((0)),-1.50352213995684 (0) ((0)),-0.928284144253744 (0) ((0)),0.127497027913495 (0) ((0)),-0.69086371418204 (0) ((0))
Immunmodulator,-1.88568962955033 (0) ((0)),0.272267775981816 (0) ((0)),-0.408002745635448 (0) ((0)),1.01481645135491 (0) ((0)),0.702470577861412 (0) ((0))
Steroids,0.585069919859237 (0) ((0)),-0.433886427078417 (0) ((0)),0.688435359788184 (0) ((0)),-0.144191838294615 (0) ((0)),-0.458487261358337 (0) ((0))
Antibiotics,0.160858896435001 (0) ((0)),-0.135028072439313 (0) ((0)),0.0525935707768599 (0) ((0)),0 (0) ((100)),-0.208402825819132 (0) ((0))
Anticoagulants,-0.432078756699466 (0) ((0)),-0.137142808164769 (0) ((0)),1.06301644636256 (0) ((0)),0.248785988665969 (0) ((0)),-0.434050431303207 (0) ((0))
Pressors=TRUE,-1.30551719994579 (0) ((0)),-0.317681302732305 (0) ((0)),0 (0) ((100)),1.26949850220352 (0) ((0)),0.230703468311991 (0) ((0))
Race=Other,0.446047330634259 (0) ((0)),-0.16934494866316 (0) ((0)),0.793326781459764 (0) ((0)),-1.86578209623552 (0) ((0)),0.435199114918448 (0) ((0))
Race=Other,-0.141273885154794 (0) ((0)),-0.382224387216167 (0) ((0)),0.146768092075193 (0) ((0)),0.126710070793726 (0) ((0)),0 (0) ((100))
CCI*Antivirals,0.00111479773448266 (0) ((0)),-0.0103720752460471 (0) ((0)),0 (0) ((100)),-0.0592180904691067 (0) ((0)),0.0474729380997343 (0) ((0))
CCI*Spike Protien,0 (0) ((100)),0.277999714256271 (0) ((0)),-0.0821002002726214 (0) ((0)),-0.0952061679509315 (0) ((0)),0.0511708289838574 (0) ((0))
CCI*Immunomodulator,0.00064351483871254 (0) ((0)),-0.0339342861752128 (0) ((0)),0.0667687985711182 (0) ((0)),0 (0) ((100)),-0.0291876783961542 (0) ((0))
CCI*Steroids,-0.0328096568440408 (0) ((0)),-0.0342046232861083 (0) ((0)),0.0419436416813714 (0) ((0)),0.0408308172555539 (0) ((0)),0 (0) ((100))
CCI*Anibiotics,0.00843607962632715 (0) ((0)),0 (0) ((100)),-0.0537948842625522 (0) ((0)),0.0613417619852458 (0) ((0)),-0.0265135350733725 (0) ((0))
CCI*Anticoagulants,0.0359702846586583 (0) ((0)),0.0445468334994408 (0) ((0)),-0.133737995677227 (0) ((0)),0.0576674529262404 (0) ((0)),-0.0384149793217546 (0) ((0))
Steroids*Antivirals,0.0692233499759396 (0) ((0)),0.167708038519291 (0) ((0)),-0.167668430566537 (0) ((0)),0.0567588944240823 (0) ((0)),-0.372924841308433 (0) ((0))
Spike Monoclonal*Steroids,-2.67025063324086 (0) ((0)),1.01890876153479 (0) ((0)),-1.23393261574891 (0) ((0)),0.706305366528585 (0) ((0)),0.619869903240342 (0) ((0))
Immunmodulator*Steroids,0.234907893881916 (0) ((0)),0 (0) ((100)),-0.0364320498696385 (0) ((0)),-0.0296624662742496 (0) ((0)),0.17084380744446 (0) ((0))
Steroids*Antibiotics,-0.103859290008602 (0) ((0)),0.207420908955593 (0) ((0)),0.248844535110421 (0) ((0)),-0.671149942935035 (0) ((0)),0.0624498352958146 (0) ((0))
Anticoagulants*Steroids,-0.917027704957597 (0) ((0)),0.162370436947551 (0) ((0)),-0.525915587521694 (0) ((0)),0.608650946848706 (0) ((0)),0.44620571411718 (0) ((0))
Antivirals*Anticoagulants,0.498223747216801 (0) ((0)),0.0832735962949965 (0) ((0)),-0.0975455203309191 (0) ((0)),-0.0477515387045257 (0) ((0)),-0.209752306009776 (0) ((0))
Spike Monoclonal*Anticoagulants,-1.21802125066594 (0) ((0)),0 (0) ((100)),-1.13029310280686 (0) ((0)),0.870841578533523 (0) ((0)),0.416214766720343 (0) ((0))
Immunomodulator*Anticoagulant,1.27340983214205 (0) ((0)),-0.00186767034402513 (0) ((0)),0 (0) ((100)),-0.662062859674117 (0) ((0)),-0.0468491826311567 (0) ((0))
Antibiotics*Anticoagulant,-0.447772310387861 (0) ((0)),0 (0) ((100)),-0.029047501267862 (0) ((0)),0.446192355033958 (0) ((0)),0.0134010452282167 (0) ((0))
