pre-delta ERA,Week1 level 7,,,,
Coefficent,OS1(mean (std))(#experiments with nonsignificant feature),OS3(mean (std))(#experiments with non significant feature),OS5(mean (std))(#experiments with non significant feature),OS79(mean (std))(#experiments with non significant feature),OS11(mean (std))(#experiments with non significant feature)
Intercept,2.44355585023071 (0.115237389174971) ((0)),0.796440005355436 (0.114680570177041) ((0)),-2.87999889999721 (0.278976727958991) ((0)),-0.335760674671945 (0.138063024045624) ((0)),-0.0242362809169944 (0.111150586588914) ((0))
CCI,-0.0412305700297277 (0.0164897874340817) ((2)),0.00409445970157953 (0.00901494099820367) ((49)),8.83405850699695e-05 (0.00135070176949917) ((98)),0.0309580869496285 (0.0285377791896761) ((16)),-0.01638899505546 (0.0164327738795014) ((22))
MALE=TRUE,-0.0895027426804145 (0.0711107439241718) ((15)),-0.0951137573887205 (0.0749790141817459) ((15)),-0.00652070885720236 (0.0376259071377023) ((64)),0.12582144251231 (0.083114422167534) ((9)),0.105082086091457 (0.0696871669019407) ((7))
Ethnicity=NonWhite,-0.0263044024031148 (0.0376937138889678) ((44)),-0.0427171367674335 (0.0444636836685981) ((26)),0.237748859960882 (0.119891705890807) ((3)),0.144856704643594 (0.0624604288737986) ((0)),-0.0371818504296055 (0.0409369706307005) ((37))
AGE>60,-0.156571152460001 (0.050722639494546) ((0)),0.028418388176719 (0.0473584475609602) ((38)),-0.035320817793611 (0.0724427886185894) ((38)),-0.0130842399824371 (0.0401071833902095) ((57)),1.05956754444292 (0.0568384926628388) ((0))
Antivirals,-0.432403169714744 (0.170109968400311) ((1)),-0.472647514834201 (0.164526195398173) ((0)),0 (0) ((100)),0.0527938852566847 (0.129869657262158) ((74)),0.427577511107923 (0.19344122188943) ((0))
Spikemonoclonal,1.13898837222205 (0.734133763543961) ((7)),-0.0743195309565534 (0.207564151385471) ((77)),-0.0866707494460998 (0.169826904031207) ((65)),-0.043362861384251 (0.186543266215747) ((86)),-0.00949243964183358 (0.101633418315007) ((86))
Immunmodulator,-0.00942438950623279 (0.152282928779785) ((46)),0.0442472394124366 (0.112509017851265) ((59)),-0.278513823884099 (0.260435995937875) ((22)),0.00261777501658264 (0.0563543088011844) ((65)),0.166020596416158 (0.244266527422092) ((30))
